prov_name,dist_name,prov_id,center_name,center_id,total_votes,m_votes,f_votes,pct_m_votes,pct_f_votes,m_station_type,f_station_type,is_open,m_in_f_station,f_in_m_station
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"chahalsitoon raod,khoshalkhan high school",101125,1499,1282,217,0.8552368245,0.1447631755,1450,49,1,48,216
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"hisa awal khair khana,fatdhakhana zanana",101235,1486,1266,220,0.8519515478,0.1480484522,1392,94,1,82,208
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"now abad prozha5,babaadam safiullah masque",101240,1480,1265,215,0.8547297297,0.1452702703,1393,87,1,76,204
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Masjid Milad Nabi, Bagh Bala Area.",101048,1449,1240,209,0.8557625949,0.1442374051,783,666,1,566,109
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"joy shir deh afghanan,qari abdullah school",101023,1445,1234,211,0.8539792388,0.1460207612,770,675,1,574,110
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"first makroryan, markaz nahia",101323,1436,1209,227,0.8419220056,0.1580779944,746,690,1,581,118
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Chenee Sazi factory, Breshna Kot, Wasel Abad village",101136,1399,1189,210,0.8498927806,0.1501072194,750,649,1,550,111
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"cotton sellin street,cotton selling street masque",101005,1391,1182,209,0.8497483825,0.1502516175,93,1298,1,1100,11
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Achakzayee street,ashiqan,arifan high school",101001,1388,1180,208,0.8501440922,0.1498559078,90,1298,1,1100,10
Kabul          ,PAGHMAN                                           ,1,"chandal boyee,baraachi,paghman district office",110402,1384,1173,211,0.8475433526,0.1524566474,1341,43,1,40,208
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"sarpol khwaja boghraa,hazrat yusaf masque",101308,1382,1176,206,0.8509406657,0.1490593343,84,1298,1,1100,8
Kabul          ,QARABAGH                                          ,1,"daudzai,daudzai primary school",105365,1360,1157,203,0.8507352941,0.1492647059,693,667,1,567,103
Kabul          ,KALAKAN                                           ,1,"zama,zama sacandary schoool",104357,1356,1150,206,0.8480825959,0.1519174041,707,649,1,550,107
Kabul          ,GULDARA                                           ,1,"gudra vilage,gudra masque",108382,1323,1122,201,0.8480725624,0.1519274376,674,649,1,550,102
Kabul          ,FARZA                                             ,1,"hassan khil,hassan khil masque",106346,1321,1122,199,0.8493565481,0.1506434519,1298,23,1,22,198
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,pulcharkhey Haji baz mohammad mosque,101512,1315,1113,202,0.8463878327,0.1536121673,1315,0,1,0,202
Kabul          ,MIRBACHKOT                                        ,1,"dakoo,dakoo primary school",103339,1311,1112,199,0.8482074752,0.1517925248,1298,13,1,12,198
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"maryam high school,ghulam haidar khan school",101239,1308,1115,193,0.8524464832,0.1475535168,552,756,1,639,76
Kabul          ,KHAK-I-JABAR                                      ,1,"Chenar School, Chenar.",113446,1298,1100,198,0.8474576271,0.1525423729,649,649,1,550,99
Kabul          ,FARZA                                             ,1,"qala meer afghan,meer afghan masque",106347,1298,1100,198,0.8474576271,0.1525423729,649,649,1,550,99
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"baini pol hasan wa deh dana,mihrabudin sacandary school",101126,1277,1105,172,0.8653093187,0.1346906813,1113,164,1,141,149
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala fatehullah,zarghona girls high school",101211,1209,1032,177,0.8535980149,0.1464019851,1014,195,1,163,145
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"afshar darlaman,qala bakhtiar sacandary school",101104,1190,1033,157,0.8680672269,0.1319327731,1049,141,1,119,135
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"part(B)khoshal mina,nahid shaheed high school",101089,1177,1011,166,0.8589634664,0.1410365336,1005,172,1,144,138
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti char,sayed jamaludin afghan sacandry school",101034,1142,954,188,0.8353765324,0.1646234676,361,781,1,648,55
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"shahrak khorasan,shahrak khorasan high school",101314,1108,944,164,0.8519855596,0.1480144404,353,755,1,644,53
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"first raod khair khana,bibisarwary sangary h school",101247,1077,933,144,0.8662952646,0.1337047354,351,726,1,614,32
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti 3 ,abdulghani mustaghni high school",101120,1071,926,145,0.8646125117,0.1353874883,384,687,1,583,41
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti parwan, nadria high school",101058,1067,915,152,0.8575445173,0.1424554827,962,105,1,89,136
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"mahtaab qala,mahdoya masque",101269,1055,901,154,0.854028436,0.145971564,835,220,1,184,118
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"rig sheen,sarwar kayenat masque",101281,1049,900,149,0.8579599619,0.1420400381,826,223,1,192,118
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"hisa awal khai khan,khalilullah khalili high school",101234,1040,894,146,0.8596153846,0.1403846154,309,731,1,621,36
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"deh mazang,amir dostmuhammad khan school",101039,1039,883,156,0.8498556304,0.1501443696,317,722,1,613,47
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"aqaa ali shams cahalsitoon,sacandary aqaa ali shams school",101143,1034,880,154,0.8510638298,0.1489361702,331,703,1,596,47
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti ariana,karti ariana sacandry school",101025,1033,891,142,0.862536302,0.137463698,297,736,1,624,30
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"prozha jadid,kasirulistifada high school",101241,1029,922,107,0.8960155491,0.1039844509,700,329,1,290,68
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"wazir akbarkhan,amani high school",101226,1023,859,164,0.8396871945,0.1603128055,362,661,1,560,63
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"sarpol barchi,talaash course",101282,999,846,153,0.8468468468,0.1531531532,805,194,1,159,118
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Masjid Safid,101124,973,829,144,0.852004111,0.147995889,859,114,1,93,123
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,chashma kotal secondary school,101326,962,825,137,0.8575883576,0.1424116424,872,90,1,82,129
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti now,ahmady masque",101158,958,812,146,0.8475991649,0.1524008351,259,699,1,594,41
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"pol wahdat, wahadat masque",101116,951,812,139,0.8538380652,0.1461619348,236,715,1,609,33
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"darlaman,tobarcloze institute",101112,942,808,134,0.8577494692,0.1422505308,807,135,1,114,113
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"raod 3 rahman mina,sayed noor muhammad sha mina sacandary  school",101153,932,793,139,0.8508583691,0.1491416309,861,71,1,61,129
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qalacha,qala now masque",101164,929,786,143,0.8460710441,0.1539289559,226,703,1,594,34
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"balak haye sharwali,aziza afghan sacandary school",101194,921,787,134,0.8545059718,0.1454940282,225,696,1,590,28
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala fatehullah,qala fatehullah kalinic",101208,903,760,143,0.8416389812,0.1583610188,825,78,1,62,127
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala zaman khan,qala zamankhan sacandry schol",101312,902,752,150,0.8337028825,0.1662971175,224,678,1,571,43
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala najaara,republic health work shop",101243,902,780,122,0.8647450111,0.1352549889,220,682,1,577,17
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti now,muhammdia masqu",101157,898,769,129,0.8563474388,0.1436525612,801,97,1,87,119
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"shahrara,muhammad alam faizad high school",101065,895,753,142,0.8413407821,0.1586592179,813,82,1,68,128
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"etifaq masque,etifaq masque,",101166,867,732,135,0.8442906574,0.1557093426,190,677,1,574,32
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti parwan cinema baharistan,mir ahmad masque",101024,864,748,116,0.8657407407,0.1342592593,191,673,1,572,15
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"joy shir ,ansaary high school",101021,862,733,129,0.8503480278,0.1496519722,838,24,1,15,120
Kabul          ,DAHSABZ                                           ,1,"pol charkhi,safeed masque",102468,853,722,131,0.8464243845,0.1535756155,180,673,1,568,26
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Block 10 of Ahmad Shah Baba Meena school located in Pule Charkhi,101497,839,720,119,0.8581644815,0.1418355185,769,70,1,59,108
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"wazir abad,jaami aljawad masque",101225,837,712,125,0.8506571087,0.1493428913,736,101,1,87,111
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"first makroryan,laama shaheed high school",101317,830,706,124,0.8506024096,0.1493975904,525,305,1,255,74
Kabul          ,BAGRAMI                                           ,1,"bagraami,bagraami high school",114456,829,707,122,0.8528347407,0.1471652593,776,53,1,46,115
Kabul          ,QARABAGH                                          ,1,"akaa khil,akaa khil sacandary school",105360,824,703,121,0.8531553398,0.1468446602,150,674,1,574,21
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Seefi High school, PD 10",2401031,823,688,135,0.8359659781,0.1640340219,492,331,1,273,77
Kabul          ,SHAKER DARAH                                      ,1,"qala wazir,dara shakar dara high school",109394,813,697,116,0.8573185732,0.1426814268,761,52,1,48,112
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Hazrat Bilal Masjid at the back of Airport,101503,808,701,107,0.8675742574,0.1324257426,134,674,1,573,6
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"makroryan 3th,alfatah high school",101182,800,685,115,0.85625,0.14375,540,260,1,213,68
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Panjperan mosque prozha 315 number 5,101495,796,682,114,0.8567839196,0.1432160804,110,686,1,585,13
Kabul          ,Surubi (Kabul)                                    ,1,"shahrak,saroobi clinic",115483,794,669,125,0.8425692695,0.1574307305,750,44,1,37,118
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"etifaq masque,aamina fedawy girls high scool",101162,793,669,124,0.8436317781,0.1563682219,119,674,1,571,21
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"pol khosk,hamayon shaheed high school",101273,793,692,101,0.8726355612,0.1273644388,472,321,1,273,53
Kabul          ,SHAKER DARAH                                      ,1,"deh boyazaar,boyazaar high school",109388,789,666,123,0.8441064639,0.1558935361,762,27,1,24,120
Kabul          ,QARABAGH                                          ,1,"Langar Secondary School, Langar area.",105371,785,671,114,0.8547770701,0.1452229299,118,667,1,567,14
Kabul          ,CHAR ASIAB                                        ,1,"qala nayeem,malaalay shahid high school",111425,782,667,115,0.8529411765,0.1470588235,740,42,1,37,110
Kabul          ,SHAKER DARAH                                      ,1,"ghaaza,ghaaza high school",109391,773,662,111,0.8564036223,0.1435963777,107,666,1,567,12
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"pasta kachalo,sawad hayati kair khana girls schol",101304,772,663,109,0.8588082902,0.1411917098,718,54,1,48,103
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Niswan Wahdat.,101074,767,645,122,0.8409387223,0.1590612777,545,222,1,181,81
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"500 family,500family high school",101303,767,676,91,0.8813559322,0.1186440678,555,212,1,183,62
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Baihaqi High School , Saraji Area Ahangari Street.",101006,766,652,114,0.8511749347,0.1488250653,117,649,1,550,15
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Hatefi High school, PD 4",2401007,764,633,131,0.8285340314,0.1714659686,437,327,1,269,73
Kabul          ,DAHSABZ                                           ,1,"baba qashqaar,baba qashqaar masque",102465,762,648,114,0.8503937008,0.1496062992,113,649,1,550,15
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Sultan High school, PD 1",2401001,758,621,137,0.8192612137,0.1807387863,523,235,1,186,88
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"shahri now,khwaja ali mowfaq masque",101067,757,648,109,0.856010568,0.143989432,100,657,1,557,9
Kabul          ,BAGRAMI                                           ,1,"shina vilage,shina sacandary girls school",114451,750,642,108,0.856,0.144,715,35,1,33,106
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Musa Bin Jafar Masjid located in Dogh Abad.,101262,748,639,109,0.8542780749,0.1457219251,99,649,1,550,10
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"now abad qargha,ayob sabir masque",101076,743,628,115,0.8452220727,0.1547779273,94,649,1,550,16
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,Reza Mosque,2401424,741,618,123,0.8340080972,0.1659919028,394,347,1,285,61
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Shrine Abdull Fazel ( morad khani),101488,736,624,112,0.847826087,0.152173913,87,649,1,550,13
Kabul          ,MIRBACHKOT                                        ,1,"baba qashqaar,baba qashqaar masque",103342,734,621,113,0.8460490463,0.1539509537,72,662,1,561,12
Kabul          ,CHAR ASIAB                                        ,1,"khair abad,borj barq masque",111420,732,628,104,0.8579234973,0.1420765027,83,649,1,550,5
Kabul          ,ESTALEF                                           ,1,"district center of estalaf, estalaf high school",107380,731,616,115,0.8426812585,0.1573187415,82,649,1,550,16
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"karti now,osman ghani masque",101160,729,625,104,0.8573388203,0.1426611797,69,660,1,561,5
Kabul          ,DAHSABZ                                           ,1,"khwaja chasht,khwaja chasht primary school",102464,728,617,111,0.8475274725,0.1524725275,79,649,1,550,12
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Medical institue, Qalae Fathullah road",101220,728,622,106,0.8543956044,0.1456043956,689,39,1,35,102
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Fatha High school, PD 6",2401017,727,608,119,0.8363136176,0.1636863824,444,283,1,235,71
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"bagh qazi,baghqazi fateha khana",101009,727,621,106,0.8541953232,0.1458046768,701,26,1,24,104
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"tahia maskan,qari nikmuhammad high school",101328,727,646,81,0.8885832187,0.1114167813,531,196,1,168,53
Kabul          ,PAGHMAN                                           ,1,"qala haidarkhan,hazrat abobakar sediq school",110408,719,608,111,0.8456189152,0.1543810848,70,649,1,550,12
Kabul          ,PAGHMAN                                           ,1,"dara zargar,hazrat osman sacandary school",110406,717,615,102,0.8577405858,0.1422594142,68,649,1,550,3
Kabul          ,QARABAGH                                          ,1,"Mohammad Amin Shaheed school, Kareez Mir.",105370,716,612,104,0.8547486034,0.1452513966,705,11,1,11,104
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Masjid is Abu Baker Sediq (PBUH).,101491,715,606,109,0.8475524476,0.1524475524,681,34,1,28,103
Kabul          ,Surubi (Kabul)                                    ,1,"shahrak,primary school",115484,713,605,108,0.8485273492,0.1514726508,679,34,1,29,103
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"guzargah,guzargah sacandry school",101041,713,605,108,0.8485273492,0.1514726508,64,649,1,550,9
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"darlaman road,habibya high school",101132,709,604,105,0.8519040903,0.1480959097,589,120,1,92,77
Ghazni         ,JAGHORI                                           ,6,"Sultan Modad High School, Sang e Mushah",615341,708,590,118,0.8333333333,0.1666666667,640,68,1,55,105
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Mohammadia School, Shahrak Mohamadia.",101508,706,601,105,0.8512747875,0.1487252125,57,649,1,550,6
Kabul          ,ESTALEF                                           ,1,"khwaja hasan vilage,khwaja hasan primary school",107374,705,603,102,0.8553191489,0.1446808511,56,649,1,550,3
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"babay khodi,mastory ghoori,sacandry school",101007,702,593,109,0.8447293447,0.1552706553,685,17,1,12,104
Kabul          ,QARABAGH                                          ,1,"qarabagh bazar,bazarqarabagh sacandry school",105372,702,596,106,0.849002849,0.150997151,53,649,1,550,7
Kabul          ,FARZA                                             ,1,"zargaran,zargaran masque",106350,701,594,107,0.847360913,0.152639087,52,649,1,550,8
Kabul          ,GULDARA                                           ,1,"dasht naasari,dahar nasari masque",108381,699,591,108,0.8454935622,0.1545064378,689,10,1,7,105
Kabul          ,MIRBACHKOT                                        ,1,"pol sofyan,pol sofyan school",103338,695,589,106,0.8474820144,0.1525179856,46,649,1,550,7
Kabul          ,Surubi (Kabul)                                    ,1,Sherkhan kaj mosque,115515,695,589,106,0.8474820144,0.1525179856,46,649,1,550,7
Kabul          ,FARZA                                             ,1,"paayan deh,farza high school",106345,695,591,104,0.8503597122,0.1496402878,684,11,1,10,103
Kabul          ,MUSAHI                                            ,1,"chaarsooq,mosahee primary girls school",112437,691,588,103,0.8509406657,0.1490593343,42,649,1,550,4
Kabul          ,ESTALEF                                           ,1,"Ahmad Shah Masood School, Qaber Malik area.",107375,690,586,104,0.8492753623,0.1507246377,41,649,1,550,5
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"sar kotal khairkhana,naahia 17 center",101327,688,627,61,0.9113372093,0.0886627907,549,139,1,124,46
Kabul          ,MUSAHI                                            ,1,"qala abaas qali,abaas qali masque",112438,687,581,106,0.845705968,0.154294032,672,15,1,11,102
Kabul          ,FARZA                                             ,1,"sar khan khil,sarkhan masque",106348,687,583,104,0.8486171761,0.1513828239,38,649,1,550,5
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,now abd dekapak girls school,101507,686,583,103,0.8498542274,0.1501457726,649,37,1,33,99
Kabul          ,MUSAHI                                            ,1,"khanan khil,khanan khil masque",112436,685,581,104,0.8481751825,0.1518248175,679,6,1,5,103
Kabul          ,ESTALEF                                           ,1,"dara badal shah khil,badal shah khil high school",107377,682,580,102,0.8504398827,0.1495601173,672,10,1,9,101
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Street 64 meters road , 5th district/Private house",2401425,681,567,114,0.8325991189,0.1674008811,346,335,1,277,56
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"Jafaria Masjid ,Taherya",101206,680,577,103,0.8485294118,0.1514705882,31,649,1,550,4
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"bagh rayees,sultan razia girls school",101130,679,586,93,0.8630338733,0.1369661267,457,222,1,187,58
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"deh bori,mahmod hotaky high school",101033,678,613,65,0.9041297935,0.0958702065,507,171,1,150,44
Kabul          ,MIRBACHKOT                                        ,1,"aab chakan,aab chakan school",103333,675,573,102,0.8488888889,0.1511111111,667,8,1,7,101
Kabul          ,QARABAGH                                          ,1,"bagh araq secondary school, Baghe Araq",105361,673,572,101,0.8499257058,0.1500742942,649,24,1,22,99
Kabul          ,PAGHMAN                                           ,1,"Khaldari Clinic, Khaldari Village.",110412,672,571,101,0.849702381,0.150297619,649,23,1,21,99
Kabul          ,MIRBACHKOT                                        ,1,"qalam chaaq,hamidullah home",103343,672,573,99,0.8526785714,0.1473214286,661,11,1,11,99
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"deh afghanan,rangha masque",101020,670,567,103,0.8462686567,0.1537313433,649,21,1,17,99
Nangerhar      ,GOSHTA                                            ,10,"Masque,Akakhail",1021493,669,565,104,0.8445440957,0.1554559043,471,198,1,166,72
Kabul          ,BAGRAMI                                           ,1,"Haji Mohammad,  Kareze Bekar .",114461,658,553,105,0.8404255319,0.1595744681,649,9,1,3,99
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Mehri High school, PD 5",2401010,656,543,113,0.8277439024,0.1722560976,446,210,1,170,73
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"marad khani,directrite of department afaire",101031,654,555,99,0.8486238532,0.1513761468,649,5,1,5,99
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Khwajah Mohammad Taki High school, PD 3",2401006,651,540,111,0.8294930876,0.1705069124,423,228,1,184,67
Kabul          ,Surubi (Kabul)                                    ,1,"Police Headquarters , Husainkhail Ozbeen area.",115517,649,550,99,0.8474576271,0.1525423729,649,0,1,0,99
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,Sardar kabul School,101490,646,561,85,0.8684210526,0.1315789474,458,188,1,153,50
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"qala nazar,khatimalanbia islamic school",101097,645,568,77,0.880620155,0.119379845,403,242,1,207,42
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,Experimental school,2401011,639,518,121,0.8106416275,0.1893583725,388,251,1,200,70
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,Jaberahel Girls school,2401431,626,514,112,0.821086262,0.178913738,303,323,1,266,55
Herat          ,PROVINCIAL CENTER (HERAT)                         ,24,"Pul e Rageena school, PD 6",2401014,625,513,112,0.8208,0.1792,346,279,1,224,57
Kabul          ,PROVINCIAL CENTER (KABUL)                         ,1,"hisa 3 khai khana,no12khair khana high school",101294,620,567,53,0.914516129,0.085483871,455,165,1,145,33
Herat          ,GHORYAN                                           ,24,Wazir Yar Mohammad Khan  school,2409256,611,513,98,0.8396072013,0.1603927987,329,282,1,236,52
